Fri Aug 24 09:34:27 2018 Temp: 32 C, Humidity: 43 rH, Pressure: 1013 Millibars 
Fri Aug 24 17:10:08 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:10:43 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:11:18 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:11:53 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:12:28 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:13:03 2018 Temp: 34 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:13:38 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:14:13 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:14:47 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:15:22 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:15:57 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:16:32 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:17:07 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:17:42 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:18:17 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:18:52 2018 Temp: 33 C, Humidity: 35 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:19:26 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:20:01 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:20:36 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:21:11 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:21:46 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:22:21 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:22:56 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:23:31 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:24:05 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:24:40 2018 Temp: 34 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:25:15 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
Fri Aug 24 17:25:50 2018 Temp: 33 C, Humidity: 36 rH, Pressure: 1009 Millibars 
